,COOPID,Year,Month,Day,Precipitation,MaxTemp,MinTemp
3926,83168,1962,9,23,0.01,88.0,77.0
3927,83168,1962,9,24,0.21,86.0,72.0
3928,83168,1962,9,25,0.04,85.0,76.0
3929,83168,1962,9,26,0.0,88.0,73.0
3930,83168,1962,9,27,0.0,91.0,74.0
3931,83168,1962,9,28,2.28,90.0,75.0
3932,83168,1962,9,29,0.41,86.0,72.0
3933,83168,1962,9,30,0.03,87.0,75.0
3934,83168,1962,10,1,0.76,88.0,75.0
3935,83168,1962,10,2,0.07,89.0,74.0
3936,83168,1962,10,3,0.04,89.0,77.0
3937,83168,1962,10,4,0.0,89.0,80.0
3938,83168,1962,10,5,0.0,89.0,75.0
3939,83168,1962,10,6,0.0,87.0,75.0
3940,83168,1962,10,7,0.0,88.0,78.0
3941,83168,1962,10,8,0.0,89.0,72.0
3942,83168,1962,10,9,0.0,91.0,73.0
3943,83168,1962,10,10,0.0,86.0,73.0
3944,83168,1962,10,11,0.0,88.0,79.0
3945,83168,1962,10,12,0.0,87.0,78.0
3946,83168,1962,10,13,0.0,87.0,78.0
3947,83168,1962,10,14,0.11,85.0,72.0
3948,83168,1962,10,15,0.51,84.0,72.0
3949,83168,1962,10,16,0.0,85.0,72.0
3950,83168,1962,10,17,0.0,85.0,69.0
3951,83168,1962,10,18,0.02,82.0,66.0
3952,83168,1962,10,19,0.0,86.0,66.0
3953,83168,1962,10,20,0.0,87.0,64.0
3954,83168,1962,10,21,0.0,86.0,65.0
3955,83168,1962,10,22,0.0,88.0,68.0
3956,83168,1962,10,23,0.27,85.0,72.0
3957,83168,1962,10,24,0.0,81.0,68.0
3958,83168,1962,10,25,0.0,80.0,63.0
3959,83168,1962,10,26,0.0,80.0,65.0
3960,83168,1962,10,27,0.0,76.0,65.0
3961,83168,1962,10,28,0.0,79.0,71.0
3962,83168,1962,10,29,0.0,79.0,73.0
3963,83168,1962,10,30,0.01,77.0,72.0
3964,83168,1962,10,31,0.52,78.0,65.0
3965,83168,1962,11,1,0.0,80.0,62.0
3966,83168,1962,11,2,0.0,80.0,62.0
3967,83168,1962,11,3,0.07,78.0,60.0
3968,83168,1962,11,4,0.08,77.0,63.0
3969,83168,1962,11,5,0.0,74.0,53.0
3970,83168,1962,11,6,0.0,75.0,55.0
3971,83168,1962,11,7,0.0,81.0,68.0
3972,83168,1962,11,8,0.0,80.0,72.0
3973,83168,1962,11,9,2.11,79.0,68.0
3974,83168,1962,11,10,0.0,73.0,57.0
3975,83168,1962,11,11,0.0,76.0,53.0
3976,83168,1962,11,12,0.0,75.0,54.0
3977,83168,1962,11,13,0.02,73.0,59.0
3978,83168,1962,11,14,0.0,72.0,59.0
3979,83168,1962,11,15,0.0,77.0,68.0
3980,83168,1962,11,16,0.0,78.0,60.0
3981,83168,1962,11,17,0.0,79.0,64.0
3982,83168,1962,11,18,0.0,82.0,68.0
3983,83168,1962,11,19,0.0,82.0,66.0
3984,83168,1962,11,20,0.01,85.0,70.0
3985,83168,1962,11,21,0.0,84.0,74.0
3986,83168,1962,11,22,0.0,83.0,74.0
3987,83168,1962,11,23,0.0,79.0,58.0
3988,83168,1962,11,24,0.0,77.0,68.0
3989,83168,1962,11,25,0.0,80.0,70.0
3990,83168,1962,11,26,0.0,77.0,61.0
3991,83168,1962,11,27,0.0,70.0,45.0
3992,83168,1962,11,28,0.0,66.0,55.0
3993,83168,1962,11,29,0.0,64.0,56.0
3994,83168,1962,11,30,0.0,76.0,55.0
3995,83168,1962,12,1,0.03,72.0,60.0
3996,83168,1962,12,2,0.0,72.0,55.0
3997,83168,1962,12,3,0.0,75.0,55.0
3998,83168,1962,12,4,0.0,75.0,55.0
3999,83168,1962,12,5,0.0,78.0,59.0
4000,83168,1962,12,6,0.31,74.0,48.0
4001,83168,1962,12,7,0.0,61.0,47.0
4002,83168,1962,12,8,0.0,71.0,52.0
4003,83168,1962,12,9,0.0,70.0,50.0
4004,83168,1962,12,10,0.0,65.0,46.0
4005,83168,1962,12,11,0.0,68.0,37.0
4006,83168,1962,12,12,0.0,74.0,46.0
4007,83168,1962,12,13,0.0,64.0,31.0
4008,83168,1962,12,14,0.0,59.0,36.0
4009,83168,1962,12,15,0.0,69.0,40.0
4010,83168,1962,12,16,0.0,74.0,45.0
4011,83168,1962,12,17,0.0,74.0,54.0
4012,83168,1962,12,18,0.0,75.0,58.0
4013,83168,1962,12,19,0.0,76.0,60.0
4014,83168,1962,12,20,0.0,80.0,60.0
4015,83168,1962,12,21,0.04,78.0,64.0
4016,83168,1962,12,22,0.0,79.0,68.0
4017,83168,1962,12,23,0.0,79.0,63.0
4018,83168,1962,12,24,0.0,79.0,64.0
4019,83168,1962,12,25,0.54,80.0,64.0
4020,83168,1962,12,26,0.0,80.0,71.0
4021,83168,1962,12,27,0.0,83.0,66.0
4022,83168,1962,12,28,0.16,81.0,68.0
4023,83168,1962,12,29,0.0,80.0,70.0
4024,83168,1962,12,30,0.0,76.0,67.0
4025,83168,1962,12,31,0.0,69.0,55.0
4026,83168,1963,1,1,0.0,72.0,50.0
4027,83168,1963,1,2,0.0,72.0,54.0
4028,83168,1963,1,3,0.0,69.0,53.0
4029,83168,1963,1,4,0.0,72.0,47.0
4030,83168,1963,1,5,0.0,74.0,54.0
4031,83168,1963,1,6,0.0,75.0,62.0
4032,83168,1963,1,7,0.08,70.0,55.0
4033,83168,1963,1,8,0.24,65.0,51.0
4034,83168,1963,1,9,0.0,67.0,44.0
4035,83168,1963,1,10,0.0,74.0,51.0
4036,83168,1963,1,11,0.35,77.0,57.0
4037,83168,1963,1,12,0.01,82.0,68.0
4038,83168,1963,1,13,0.09,79.0,69.0
4039,83168,1963,1,14,0.0,79.0,65.0
4040,83168,1963,1,15,0.0,78.0,61.0
4041,83168,1963,1,16,2.04,72.0,61.0
4042,83168,1963,1,17,0.0,81.0,68.0
4043,83168,1963,1,18,0.0,79.0,70.0
4044,83168,1963,1,19,0.0,80.0,70.0
4045,83168,1963,1,20,0.0,80.0,70.0
4046,83168,1963,1,21,0.24,79.0,64.0
4047,83168,1963,1,22,0.0,71.0,50.0
4048,83168,1963,1,23,0.0,79.0,66.0
4049,83168,1963,1,24,0.0,77.0,64.0
4050,83168,1963,1,25,0.0,73.0,50.0
4051,83168,1963,1,26,0.0,80.0,68.0
4052,83168,1963,1,27,0.0,83.0,64.0
4053,83168,1963,1,28,0.0,82.0,58.0
4054,83168,1963,1,29,0.0,75.0,67.0
4055,83168,1963,1,30,0.0,77.0,68.0
4056,83168,1963,1,31,0.0,80.0,62.0
4057,83168,1963,2,1,0.0,78.0,60.0
4058,83168,1963,2,2,0.0,80.0,60.0
4059,83168,1963,2,3,0.0,79.0,65.0
4060,83168,1963,2,4,1.12,75.0,62.0
4061,83168,1963,2,5,0.01,69.0,53.0
4062,83168,1963,2,6,0.0,69.0,51.0
4063,83168,1963,2,7,0.0,74.0,54.0
4064,83168,1963,2,8,0.0,75.0,54.0
4065,83168,1963,2,9,0.0,74.0,53.0
4066,83168,1963,2,10,0.0,76.0,58.0
4067,83168,1963,2,11,0.0,79.0,68.0
4068,83168,1963,2,12,2.68,78.0,67.0
4069,83168,1963,2,13,0.0,69.0,48.0
4070,83168,1963,2,14,0.0,68.0,48.0
4071,83168,1963,2,15,0.0,68.0,53.0
4072,83168,1963,2,16,0.26,64.0,54.0
4073,83168,1963,2,17,0.5,70.0,60.0
4074,83168,1963,2,18,0.0,73.0,59.0
4075,83168,1963,2,19,0.24,82.0,66.0
4076,83168,1963,2,20,0.01,76.0,53.0
4077,83168,1963,2,21,0.0,75.0,51.0
4078,83168,1963,2,22,0.0,74.0,60.0
4079,83168,1963,2,23,0.0,74.0,55.0
4080,83168,1963,2,24,0.0,79.0,69.0
4081,83168,1963,2,25,0.0,80.0,62.0
4082,83168,1963,2,26,0.0,86.0,66.0
4083,83168,1963,2,27,0.05,79.0,47.0
4084,83168,1963,2,28,0.0,75.0,51.0
4085,83168,1963,2,29,,,
4086,83168,1963,3,1,0.0,79.0,67.0
4087,83168,1963,3,2,0.03,81.0,70.0
4088,83168,1963,3,3,0.0,86.0,72.0
4089,83168,1963,3,4,0.0,80.0,72.0
4090,83168,1963,3,5,0.0,83.0,72.0
4091,83168,1963,3,6,0.0,85.0,70.0
4092,83168,1963,3,7,0.05,81.0,60.0
4093,83168,1963,3,8,0.0,74.0,60.0
4094,83168,1963,3,9,0.0,80.0,67.0
4095,83168,1963,3,10,0.0,86.0,68.0
4096,83168,1963,3,11,0.0,83.0,72.0
4097,83168,1963,3,12,0.0,84.0,73.0
4098,83168,1963,3,13,0.0,85.0,73.0
4099,83168,1963,3,14,0.0,83.0,72.0
4100,83168,1963,3,15,0.0,84.0,68.0
4101,83168,1963,3,16,0.0,83.0,73.0
4102,83168,1963,3,17,0.0,85.0,75.0
4103,83168,1963,3,18,0.0,86.0,68.0
4104,83168,1963,3,19,0.0,85.0,68.0
4105,83168,1963,3,20,0.0,88.0,67.0
4106,83168,1963,3,21,0.0,86.0,60.0
4107,83168,1963,3,22,0.0,73.0,52.0
4108,83168,1963,3,23,0.0,74.0,53.0
4109,83168,1963,3,24,0.0,73.0,65.0
4110,83168,1963,3,25,0.0,79.0,64.0
4111,83168,1963,3,26,0.08,80.0,64.0
4112,83168,1963,3,27,0.0,84.0,63.0
4113,83168,1963,3,28,0.0,84.0,63.0
4114,83168,1963,3,29,0.02,80.0,64.0
4115,83168,1963,3,30,0.0,77.0,58.0
4116,83168,1963,3,31,0.02,84.0,68.0
4117,83168,1963,4,1,0.35,81.0,68.0
4118,83168,1963,4,2,0.0,79.0,68.0
4119,83168,1963,4,3,0.0,80.0,70.0
4120,83168,1963,4,4,0.06,83.0,69.0
4121,83168,1963,4,5,0.0,82.0,64.0
4122,83168,1963,4,6,0.0,84.0,72.0
4123,83168,1963,4,7,0.71,80.0,69.0
4124,83168,1963,4,8,0.0,79.0,58.0
4125,83168,1963,4,9,0.0,82.0,60.0
4126,83168,1963,4,10,0.0,86.0,61.0
4127,83168,1963,4,11,0.0,85.0,65.0
4128,83168,1963,4,12,0.0,86.0,65.0
4129,83168,1963,4,13,0.0,88.0,68.0
4130,83168,1963,4,14,0.0,84.0,65.0
4131,83168,1963,4,15,0.0,77.0,55.0
4132,83168,1963,4,16,0.0,80.0,56.0
4133,83168,1963,4,17,0.0,79.0,68.0
4134,83168,1963,4,18,0.0,81.0,68.0
4135,83168,1963,4,19,0.0,84.0,70.0
4136,83168,1963,4,20,0.0,85.0,71.0
4137,83168,1963,4,21,0.0,84.0,72.0
4138,83168,1963,4,22,0.0,85.0,66.0
4139,83168,1963,4,23,0.0,85.0,66.0
4140,83168,1963,4,24,0.0,86.0,66.0
4141,83168,1963,4,25,0.0,86.0,68.0
4142,83168,1963,4,26,0.0,90.0,68.0
4143,83168,1963,4,27,0.0,83.0,73.0
4144,83168,1963,4,28,0.0,80.0,72.0
4145,83168,1963,4,29,0.0,80.0,70.0
4146,83168,1963,4,30,0.0,82.0,71.0
4147,83168,1963,5,1,0.66,85.0,68.0
4148,83168,1963,5,2,0.04,74.0,65.0
4149,83168,1963,5,3,2.46,74.0,67.0
4150,83168,1963,5,4,0.64,75.0,52.0
4151,83168,1963,5,5,0.01,75.0,59.0
4152,83168,1963,5,6,0.0,85.0,58.0
4153,83168,1963,5,7,0.0,84.0,62.0
4154,83168,1963,5,8,0.0,82.0,65.0
4155,83168,1963,5,9,0.0,80.0,70.0
4156,83168,1963,5,10,0.0,85.0,63.0
4157,83168,1963,5,11,0.0,85.0,66.0
4158,83168,1963,5,12,0.0,87.0,66.0
4159,83168,1963,5,13,0.03,85.0,68.0
4160,83168,1963,5,14,0.02,83.0,73.0
4161,83168,1963,5,15,0.0,86.0,67.0
4162,83168,1963,5,16,0.0,86.0,70.0
4163,83168,1963,5,17,0.0,86.0,67.0
4164,83168,1963,5,18,0.0,87.0,68.0
4165,83168,1963,5,19,0.0,87.0,75.0
4166,83168,1963,5,20,0.0,87.0,75.0
4167,83168,1963,5,21,0.1,85.0,73.0
4168,83168,1963,5,22,0.0,87.0,73.0
4169,83168,1963,5,23,0.19,87.0,74.0
4170,83168,1963,5,24,0.0,87.0,73.0
4171,83168,1963,5,25,0.02,88.0,78.0
4172,83168,1963,5,26,0.0,87.0,78.0
4173,83168,1963,5,27,0.0,89.0,79.0
4174,83168,1963,5,28,0.0,88.0,77.0
4175,83168,1963,5,29,0.0,88.0,79.0
4176,83168,1963,5,30,0.05,86.0,73.0
4177,83168,1963,5,31,0.76,85.0,73.0
4178,83168,1963,6,1,0.12,84.0,72.0
4179,83168,1963,6,2,0.01,85.0,73.0
4180,83168,1963,6,3,0.0,87.0,78.0
4181,83168,1963,6,4,0.26,85.0,73.0
4182,83168,1963,6,5,0.09,87.0,74.0
4183,83168,1963,6,6,1.05,87.0,70.0
4184,83168,1963,6,7,0.02,86.0,68.0
4185,83168,1963,6,8,0.0,85.0,74.0
4186,83168,1963,6,9,0.09,86.0,71.0
4187,83168,1963,6,10,1.03,85.0,70.0
4188,83168,1963,6,11,0.0,87.0,68.0
4189,83168,1963,6,12,3.58,88.0,76.0
4190,83168,1963,6,13,0.33,88.0,72.0
4191,83168,1963,6,14,0.0,88.0,77.0
4192,83168,1963,6,15,0.21,93.0,74.0
4193,83168,1963,6,16,0.69,86.0,73.0
4194,83168,1963,6,17,0.01,87.0,74.0
4195,83168,1963,6,18,0.0,89.0,78.0
4196,83168,1963,6,19,0.0,89.0,78.0
4197,83168,1963,6,20,0.0,89.0,81.0
4198,83168,1963,6,21,0.0,89.0,80.0
4199,83168,1963,6,22,0.0,91.0,78.0
4200,83168,1963,6,23,0.03,91.0,79.0
4201,83168,1963,6,24,0.0,91.0,81.0
4202,83168,1963,6,25,0.1,89.0,80.0
4203,83168,1963,6,26,1.18,86.0,70.0
4204,83168,1963,6,27,0.03,86.0,71.0
4205,83168,1963,6,28,0.08,88.0,75.0
4206,83168,1963,6,29,0.0,89.0,73.0
4207,83168,1963,6,30,0.0,90.0,81.0
4208,83168,1963,7,1,0.02,89.0,80.0
4209,83168,1963,7,2,0.0,90.0,80.0
4210,83168,1963,7,3,0.0,90.0,75.0
4211,83168,1963,7,4,0.0,93.0,75.0
4212,83168,1963,7,5,0.0,91.0,77.0
4213,83168,1963,7,6,0.0,93.0,75.0
4214,83168,1963,7,7,0.0,94.0,76.0
4215,83168,1963,7,8,0.0,95.0,75.0
4216,83168,1963,7,9,0.88,90.0,76.0
4217,83168,1963,7,10,0.09,93.0,75.0
4218,83168,1963,7,11,0.03,92.0,78.0
4219,83168,1963,7,12,0.0,90.0,76.0
4220,83168,1963,7,13,0.95,90.0,73.0
4221,83168,1963,7,14,0.0,91.0,78.0
4222,83168,1963,7,15,0.0,90.0,78.0
4223,83168,1963,7,16,0.19,89.0,78.0
4224,83168,1963,7,17,0.0,90.0,79.0
4225,83168,1963,7,18,0.05,90.0,82.0
4226,83168,1963,7,19,0.0,90.0,82.0
4227,83168,1963,7,20,0.24,90.0,70.0
4228,83168,1963,7,21,0.0,91.0,78.0
4229,83168,1963,7,22,0.01,89.0,78.0
4230,83168,1963,7,23,0.01,90.0,74.0
4231,83168,1963,7,24,0.0,91.0,77.0
4232,83168,1963,7,25,0.12,90.0,78.0
4233,83168,1963,7,26,0.04,90.0,79.0
4234,83168,1963,7,27,0.0,90.0,80.0
4235,83168,1963,7,28,0.0,92.0,81.0
4236,83168,1963,7,29,0.0,92.0,79.0
4237,83168,1963,7,30,0.0,92.0,76.0
4238,83168,1963,7,31,0.55,89.0,73.0
4239,83168,1963,8,1,0.0,90.0,82.0
4240,83168,1963,8,2,0.0,91.0,76.0
4241,83168,1963,8,3,0.0,93.0,78.0
4242,83168,1963,8,4,0.0,90.0,81.0
4243,83168,1963,8,5,0.15,90.0,76.0
4244,83168,1963,8,6,0.26,90.0,78.0
4245,83168,1963,8,7,0.0,92.0,81.0
4246,83168,1963,8,8,0.0,92.0,75.0
4247,83168,1963,8,9,0.0,93.0,75.0
4248,83168,1963,8,10,0.0,93.0,75.0
4249,83168,1963,8,11,0.17,93.0,76.0
4250,83168,1963,8,12,0.49,90.0,73.0
4251,83168,1963,8,13,0.04,90.0,77.0
4252,83168,1963,8,14,0.0,90.0,76.0
4253,83168,1963,8,15,0.01,92.0,77.0
4254,83168,1963,8,16,0.0,93.0,77.0
4255,83168,1963,8,17,0.0,95.0,82.0
4256,83168,1963,8,18,0.2,92.0,76.0
4257,83168,1963,8,19,0.0,91.0,76.0
4258,83168,1963,8,20,1.12,89.0,68.0
4259,83168,1963,8,21,0.66,87.0,71.0
4260,83168,1963,8,22,0.05,89.0,74.0
4261,83168,1963,8,23,0.0,91.0,73.0
4262,83168,1963,8,24,0.0,89.0,76.0
4263,83168,1963,8,25,0.0,92.0,76.0
4264,83168,1963,8,26,0.0,92.0,78.0
4265,83168,1963,8,27,0.0,91.0,75.0
4266,83168,1963,8,28,0.02,89.0,77.0
4267,83168,1963,8,29,0.0,90.0,80.0
4268,83168,1963,8,30,0.0,92.0,81.0
4269,83168,1963,8,31,0.0,92.0,78.0
4270,83168,1963,9,1,0.09,91.0,81.0
4271,83168,1963,9,2,0.45,87.0,77.0
4272,83168,1963,9,3,0.0,90.0,78.0
4273,83168,1963,9,4,0.0,92.0,79.0
4274,83168,1963,9,5,0.01,93.0,78.0
4275,83168,1963,9,6,0.06,92.0,77.0
4276,83168,1963,9,7,0.01,92.0,77.0
4277,83168,1963,9,8,0.03,91.0,77.0
4278,83168,1963,9,9,1.61,90.0,72.0
4279,83168,1963,9,10,0.04,89.0,72.0
4280,83168,1963,9,11,0.0,88.0,72.0
4281,83168,1963,9,12,0.0,90.0,75.0
4282,83168,1963,9,13,0.87,90.0,73.0
4283,83168,1963,9,14,0.0,90.0,77.0
4284,83168,1963,9,15,1.14,88.0,74.0
4285,83168,1963,9,16,0.02,89.0,80.0
4286,83168,1963,9,17,0.0,88.0,78.0
4287,83168,1963,9,18,0.13,89.0,75.0
4288,83168,1963,9,19,2.74,84.0,69.0
4289,83168,1963,9,20,3.84,78.0,71.0
4290,83168,1963,9,21,1.15,81.0,72.0
4291,83168,1963,9,22,1.77,91.0,76.0
4292,83168,1963,9,23,0.16,87.0,73.0
4293,83168,1963,9,24,0.41,85.0,74.0
4294,83168,1963,9,25,1.75,84.0,72.0
4295,83168,1963,9,26,0.22,88.0,72.0
4296,83168,1963,9,27,0.0,92.0,72.0
4297,83168,1963,9,28,0.0,89.0,79.0
4298,83168,1963,9,29,0.0,88.0,79.0
4299,83168,1963,9,30,0.0,87.0,73.0
4300,83168,1963,10,1,0.0,85.0,75.0
4301,83168,1963,10,2,1.85,87.0,72.0
4302,83168,1963,10,3,2.44,83.0,69.0
4303,83168,1963,10,4,0.0,82.0,78.0
4304,83168,1963,10,5,0.0,86.0,76.0
4305,83168,1963,10,6,0.0,87.0,72.0
4306,83168,1963,10,7,0.06,86.0,73.0
4307,83168,1963,10,8,0.01,86.0,74.0
4308,83168,1963,10,9,0.18,84.0,70.0
4309,83168,1963,10,10,0.02,83.0,74.0
4310,83168,1963,10,11,0.79,80.0,69.0
4311,83168,1963,10,12,0.01,87.0,68.0
4312,83168,1963,10,13,0.0,80.0,76.0
4313,83168,1963,10,14,0.01,82.0,75.0
4314,83168,1963,10,15,0.11,82.0,74.0
4315,83168,1963,10,16,1.44,85.0,74.0
4316,83168,1963,10,17,0.08,83.0,70.0
4317,83168,1963,10,18,1.0,82.0,69.0
4318,83168,1963,10,19,0.0,80.0,66.0
4319,83168,1963,10,20,0.0,79.0,67.0
4320,83168,1963,10,21,0.0,84.0,65.0
4321,83168,1963,10,22,0.0,85.0,65.0
4322,83168,1963,10,23,0.0,84.0,69.0
4323,83168,1963,10,24,0.0,83.0,68.0
4324,83168,1963,10,25,0.0,88.0,70.0
4325,83168,1963,10,26,0.0,84.0,71.0
4326,83168,1963,10,27,0.0,85.0,72.0
4327,83168,1963,10,28,0.0,89.0,70.0
4328,83168,1963,10,29,0.0,86.0,69.0
4329,83168,1963,10,30,0.0,84.0,60.0
4330,83168,1963,10,31,0.0,80.0,68.0
4331,83168,1963,11,1,0.0,84.0,68.0
4332,83168,1963,11,2,0.0,81.0,69.0
4333,83168,1963,11,3,0.0,78.0,58.0
4334,83168,1963,11,4,0.0,80.0,72.0
4335,83168,1963,11,5,2.5,81.0,69.0
4336,83168,1963,11,6,0.03,83.0,69.0
4337,83168,1963,11,7,0.0,83.0,67.0
4338,83168,1963,11,8,0.0,80.0,59.0
4339,83168,1963,11,9,0.07,82.0,64.0
4340,83168,1963,11,10,0.11,80.0,77.0
4341,83168,1963,11,11,0.04,80.0,67.0
4342,83168,1963,11,12,0.9,78.0,69.0
4343,83168,1963,11,13,0.0,74.0,62.0
4344,83168,1963,11,14,0.0,70.0,52.0
4345,83168,1963,11,15,0.0,70.0,46.0
4346,83168,1963,11,16,0.0,78.0,68.0
4347,83168,1963,11,17,0.0,76.0,69.0
4348,83168,1963,11,18,0.0,80.0,69.0
4349,83168,1963,11,19,0.0,81.0,73.0
4350,83168,1963,11,20,0.0,80.0,72.0
4351,83168,1963,11,21,0.0,81.0,74.0
4352,83168,1963,11,22,0.0,82.0,73.0
4353,83168,1963,11,23,0.0,83.0,73.0
4354,83168,1963,11,24,0.0,83.0,69.0
4355,83168,1963,11,25,0.0,83.0,66.0
4356,83168,1963,11,26,0.0,83.0,72.0
4357,83168,1963,11,27,0.0,83.0,70.0
4358,83168,1963,11,28,0.0,83.0,72.0
4359,83168,1963,11,29,0.11,78.0,70.0
4360,83168,1963,11,30,0.0,74.0,48.0
4361,83168,1963,12,1,0.0,67.0,52.0
4362,83168,1963,12,2,0.0,73.0,49.0
4363,83168,1963,12,3,0.0,73.0,56.0
4364,83168,1963,12,4,0.0,73.0,52.0
4365,83168,1963,12,5,0.0,71.0,51.0
4366,83168,1963,12,6,0.0,71.0,49.0
4367,83168,1963,12,7,0.0,74.0,54.0
4368,83168,1963,12,8,0.0,78.0,60.0
4369,83168,1963,12,9,0.0,77.0,56.0
4370,83168,1963,12,10,0.0,72.0,49.0
4371,83168,1963,12,11,0.0,76.0,55.0
4372,83168,1963,12,12,0.0,80.0,64.0
4373,83168,1963,12,13,0.0,81.0,68.0
4374,83168,1963,12,14,0.0,84.0,68.0
4375,83168,1963,12,15,0.0,79.0,69.0
4376,83168,1963,12,16,0.29,72.0,60.0
4377,83168,1963,12,17,0.26,67.0,62.0
4378,83168,1963,12,18,0.29,68.0,60.0
4379,83168,1963,12,19,0.0,71.0,43.0
4380,83168,1963,12,20,0.0,70.0,50.0
4381,83168,1963,12,21,0.0,75.0,58.0
4382,83168,1963,12,22,0.0,77.0,58.0
4383,83168,1963,12,23,0.0,80.0,68.0
4384,83168,1963,12,24,0.0,75.0,55.0
4385,83168,1963,12,25,0.0,61.0,40.0
4386,83168,1963,12,26,0.0,69.0,44.0
4387,83168,1963,12,27,0.0,73.0,50.0
4388,83168,1963,12,28,0.0,75.0,54.0
4389,83168,1963,12,29,0.0,77.0,56.0
4390,83168,1963,12,30,0.4,77.0,67.0
4391,83168,1963,12,31,2.06,78.0,63.0
4392,83168,1964,1,1,0.0,76.0,58.0
4393,83168,1964,1,2,0.0,68.0,48.0
4394,83168,1964,1,3,0.0,70.0,51.0
4395,83168,1964,1,4,0.0,75.0,66.0
4396,83168,1964,1,5,0.0,72.0,69.0
4397,83168,1964,1,6,0.0,78.0,67.0
4398,83168,1964,1,7,0.0,82.0,68.0
4399,83168,1964,1,8,0.0,81.0,71.0
4400,83168,1964,1,9,0.0,85.0,72.0
4401,83168,1964,1,10,0.0,78.0,64.0
4402,83168,1964,1,11,0.0,76.0,62.0
4403,83168,1964,1,12,0.92,82.0,66.0
4404,83168,1964,1,13,0.58,67.0,58.0
4405,83168,1964,1,14,0.0,64.0,39.0
4406,83168,1964,1,15,0.0,63.0,34.0
4407,83168,1964,1,16,0.0,75.0,60.0
4408,83168,1964,1,17,0.1,80.0,64.0
4409,83168,1964,1,18,0.0,68.0,59.0
4410,83168,1964,1,19,0.02,75.0,51.0
4411,83168,1964,1,20,0.0,80.0,61.0
4412,83168,1964,1,21,0.0,78.0,56.0
4413,83168,1964,1,22,0.0,80.0,67.0
4414,83168,1964,1,23,0.0,80.0,64.0
4415,83168,1964,1,24,0.0,78.0,68.0
4416,83168,1964,1,25,0.0,84.0,70.0
4417,83168,1964,1,26,0.0,75.0,65.0
4418,83168,1964,1,27,0.0,81.0,66.0
4419,83168,1964,1,28,0.0,82.0,67.0
4420,83168,1964,1,29,0.0,72.0,56.0
4421,83168,1964,1,30,0.0,74.0,68.0
4422,83168,1964,1,31,0.0,78.0,68.0
4423,83168,1964,2,1,0.0,80.0,64.0
4424,83168,1964,2,2,0.0,77.0,53.0
4425,83168,1964,2,3,0.0,75.0,66.0
4426,83168,1964,2,4,0.64,71.0,65.0
4427,83168,1964,2,5,0.25,77.0,66.0
4428,83168,1964,2,6,0.27,79.0,71.0
4429,83168,1964,2,7,0.0,76.0,60.0
4430,83168,1964,2,8,0.22,81.0,55.0
4431,83168,1964,2,9,0.0,71.0,44.0
4432,83168,1964,2,10,0.0,68.0,45.0
4433,83168,1964,2,11,0.0,77.0,55.0
4434,83168,1964,2,12,0.0,76.0,46.0
4435,83168,1964,2,13,0.0,75.0,62.0
4436,83168,1964,2,14,0.0,83.0,62.0
4437,83168,1964,2,15,0.0,79.0,65.0
4438,83168,1964,2,16,0.0,85.0,70.0
4439,83168,1964,2,17,0.0,79.0,60.0
4440,83168,1964,2,18,0.0,80.0,70.0
4441,83168,1964,2,19,0.25,82.0,61.0
4442,83168,1964,2,20,0.0,65.0,50.0
4443,83168,1964,2,21,0.0,66.0,44.0
4444,83168,1964,2,22,1.19,68.0,60.0
4445,83168,1964,2,23,0.03,65.0,48.0
4446,83168,1964,2,24,0.0,68.0,44.0
4447,83168,1964,2,25,0.0,79.0,63.0
4448,83168,1964,2,26,0.0,80.0,52.0
4449,83168,1964,2,27,0.0,78.0,64.0
4450,83168,1964,2,28,0.0,83.0,67.0
4451,83168,1964,2,29,0.0,75.0,51.0
4452,83168,1964,3,1,0.0,76.0,63.0
4453,83168,1964,3,2,0.0,79.0,68.0
4454,83168,1964,3,3,0.0,81.0,70.0
4455,83168,1964,3,4,0.0,84.0,70.0
4456,83168,1964,3,5,0.0,83.0,70.0
4457,83168,1964,3,6,0.0,85.0,60.0
4458,83168,1964,3,7,0.0,85.0,70.0
4459,83168,1964,3,8,0.0,82.0,72.0
4460,83168,1964,3,9,0.05,83.0,72.0
4461,83168,1964,3,10,0.0,86.0,73.0
4462,83168,1964,3,11,0.0,84.0,68.0
4463,83168,1964,3,12,0.12,85.0,70.0
4464,83168,1964,3,13,0.0,82.0,66.0
4465,83168,1964,3,14,0.0,83.0,74.0
4466,83168,1964,3,15,0.0,85.0,74.0
4467,83168,1964,3,16,0.0,86.0,71.0
4468,83168,1964,3,17,0.03,81.0,68.0
4469,83168,1964,3,18,0.0,77.0,64.0
4470,83168,1964,3,19,0.0,80.0,67.0
4471,83168,1964,3,20,0.0,80.0,73.0
4472,83168,1964,3,21,0.0,82.0,71.0
4473,83168,1964,3,22,0.0,81.0,53.0
4474,83168,1964,3,23,0.0,79.0,56.0
4475,83168,1964,3,24,0.0,79.0,70.0
4476,83168,1964,3,25,0.0,80.0,70.0
4477,83168,1964,3,26,0.0,83.0,74.0
4478,83168,1964,3,27,0.0,83.0,67.0
4479,83168,1964,3,28,0.0,83.0,74.0
4480,83168,1964,3,29,0.0,78.0,68.0
4481,83168,1964,3,30,0.0,75.0,60.0
4482,83168,1964,3,31,0.0,74.0,54.0
4483,83168,1964,4,1,0.0,74.0,56.0
4484,83168,1964,4,2,0.0,78.0,67.0
